SEXO P1 P7 P16 P22 P26 P27 P29 P38 IMC
Muj 61.1 56.1 74.5 34.2 56.4 22.9 17.6 157.4 24.7
Muj 56.7 52.5 76.5 35.1 55.2 22.8 16.9 159.8 22.2
Muj 61.6 54.1 85.1 35.3 55.4 23.3 17.2 155.6 25.4
Muj 61.9 60.1 81.6 37.2 54.4 23.7 16.2 151.8 26.9
Muj 68.6 62.5 70.6 41.1 58.4 24.4 17.8 163.2 25.8
Muj 49 52.8 68.6 35.2 50.6 21.2 15.8 143.1 23.9
Muj 53.1 56.5 66.3 33.8 53.8 22.4 16.5 151.5 23.1
Muj 82.7 61.1 95.1 38.3 56.9 24.9 17 162.4 31.4
Muj 95.4 68.9 106.7 44.1 58.8 23.7 17.3 154.4 40
Muj 64.3 60.8 74.7 38.9 56.8 23.8 17.5 156.9 26.1
Muj 65.8 52.8 80.7 37 56.1 23.9 18 160.8 25.5
Muj 68.5 64.3 90.3 41.3 57.2 22.6 16.7 150.1 30.4
Muj 57.7 53 77.8 35.8 54.4 22.2 15.6 150.1 25.6
Muj 65.8 57.2 81 36.6 58.4 24.3 17.5 164.4 24.4
Muj 62.6 59.2 75.6 37 60.5 23.9 16.8 158.7 24.9
Muj 66.2 57 92 36.8 54.5 22.2 16.4 149.9 29.5
Muj 46.2 47.8 64 31.6 54.1 23.3 17 153.4 19.6
Muj 60.8 54.4 75.5 34.7 57.5 24.2 17.4 156.9 24.7
Muj 68.2 57.9 83.3 35.8 54.5 22.9 17.5 153 29.1
Muj 54 49.2 70 33.4 57.5 25.2 18 166.9 19.4
Muj 64.5 56.2 80 35.2 59.5 23.3 17.2 162.7 24.4
Muj 71.8 63.5 91.3 40.2 57.6 23 17.1 154.3 30.2
Muj 76.4 68.3 86.3 40.6 58.6 23.9 17.4 159.4 30.1
Muj 65.6 54.1 93.6 38.8 54 22.3 14.9 151 28.8
Muj 43 53 64.4 33.6 52.4 22 15.3 149.1 19.3
Muj 82.6 69.8 89.2 42.4 58.9 23.3 17 158.6 32.8
Muj 43.4 47 61 32.2 51.2 23.6 17.1 155.1 18
Muj 49.8 51.3 72.3 32.1 53 21.5 15.1 149 22.4
Muj 58.7 55.8 75.5 36.3 53.4 24 17.1 154.5 24.6
Muj 87.8 63.9 96 40.4 61.2 25.8 18.4 171.4 29.9
Muj 70.5 62.1 80 41.8 57.4 24.5 17.9 164.6 26
Muj 75.9 64.4 86.6 38.1 58.2 22.8 16.1 156 31.2
Muj 101.8 75 97.4 47 61.4 25.8 19.1 166.2 36.9
Muj 76.8 60 92.6 35.7 55.7 23.4 17.6 157.4 31
Muj 81.8 64 97.1 38.2 55.2 24.3 18 154.7 34.2
Muj 58.3 57.7 74.3 35.5 52.6 22.1 16 148.6 26.4
Muj 67.5 59.7 82.1 36.8 58.1 24.5 18.5 158.6 26.8
Muj 57.3 54.9 76.5 35.3 54.4 22.8 16.1 150.4 25.3
Muj 42.7 48.5 62.1 34.5 49.9 20.6 14.6 145.5 20.2
Muj 49.4 49.9 67.3 35.5 51.2 22.2 15.8 150.7 21.8
Muj 53.4 53.4 67.7 35.9 59.2 24.7 17.1 166.8 19.2
Muj 51.6 55.8 63 38.3 52.8 22.2 16.4 150 22.9
Muj 48.4 52 67.9 35.2 50.9 22 16 146.4 22.6
Muj 54.5 51.6 67.1 34.5 55.5 24.2 17.4 166.1 19.8
Muj 59.3 54.7 65.7 38.1 55.5 23.5 16.2 163.7 22.1
Muj 61.8 61.6 74.3 40.8 52.4 22 16.1 152.1 26.7
Muj 63.8 63.2 77.1 38.6 54.4 24.1 17.3 157.3 25.8
Muj 45.2 45.5 64 31.6 52.9 22.5 16.6 158 18.1
Muj 47.9 51.5 69 33.9 50.2 20.5 15.2 145.9 22.5
Muj 70.4 60.4 80 38.4 55.5 23.5 18.3 159.7 27.6
Muj 66 60.5 82.3 40.8 55 22.9 16.4 154.3 27.7
Muj 59.2 54.9 73.5 37.1 57.3 24.1 17.3 161.4 22.7
Muj 48.8 51.1 69.4 35.6 52 22 16.4 151.1 21.4
Muj 61.2 56.5 83.2 36.6 53.7 21.9 16 151 26.8
Muj 72 60 89.9 42.1 57 22.4 16 157 29.2
Muj 52.3 49.7 66.2 33.7 55.1 22.3 15.9 156.6 21.3
Muj 44.2 46.4 60.1 33 48.5 22.1 15.9 149.7 19.7
Muj 45 49.2 60.5 35 53.4 22.2 16 155.4 18.6
Muj 60 59.8 72.4 41.4 54.2 24.3 17 158.1 24
Muj 55.2 52 77.2 33.6 50.3 21.4 15.7 150.1 24.5
Muj 60.3 51.8 78 34.4 54.2 22.9 16.2 155 25.1
Muj 48.9 52 72.1 33.1 54.4 22.9 16.4 151.8 21.2
Muj 66.6 61.3 81.4 40.4 58.4 24.1 17.5 152.3 28.7
Muj 51.9 48.3 67.1 35.3 55 22.1 16.2 159.7 20.4
Muj 46.9 48.2 65 31.1 53.9 22.3 16.3 158.1 18.8
Muj 45.2 47.4 60.8 34.6 51.1 21.7 15.5 151.8 19.6
Muj 53.3 55.7 64.4 37.8 56 24.2 17.2 159.8 20.9
Muj 53.9 57.1 67.7 35.5 53.8 23.8 16.8 156.6 22
Muj 59.7 57.3 73.7 39.4 57.6 24.9 17.9 159.7 23.4
Muj 62.6 56.6 74.7 36.5 57.2 23.3 16.9 164.4 23.2
Muj 55.7 59 75.3 36.4 57 22.7 17 153.2 23.7
Muj 53.8 57.5 71.2 34.2 54.2 22.5 16.7 157.4 21.7
Muj 73.4 57.2 97.4 36.2 55.6 22.5 15.8 154.5 30.8
Muj 57.8 57.2 71 36.1 55.1 24.6 17.7 156.5 23.6
Muj 57.6 56.5 72.3 37.1 53.7 22.3 15.9 157.7 23.2
Muj 59.9 54.3 69.5 34.6 56.4 24.5 17.4 168.5 21.1
Muj 65.8 58.7 82.4 35.1 56.5 23 17 157.6 26.5
Muj 77.7 62.5 91.7 38.5 57.7 23.2 16.5 154.7 32.5
Muj 59.6 53.8 68.3 34.5 54.3 24.7 18.1 161.8 22.8
Muj 50.8 55.8 60.4 33.1 51 21.6 15.4 148.2 23.1
Muj 56.4 55.3 74.5 34.5 57.5 21.9 16 155.3 23.4
Muj 57.1 53.1 74.8 35.4 57.6 24.6 17.5 167 20.5
Muj 51 53.3 73.4 32.1 55.3 22.1 16.8 156.4 20.9
Muj 62.6 60 75.9 37 56 23.4 16.6 159 24.8
Muj 71.3 65.9 77.6 38.8 59.4 24 16.6 165.3 26.1
Muj 56.8 54.1 69.6 36 57.8 23.5 18.3 166.2 20.6
Muj 64.6 56.3 77.5 38.4 53.4 23.5 17.2 158.6 25.7
Muj 69.1 65.3 86.5 40.5 55.6 22.5 16.5 150.5 30.5
Muj 55.1 56.2 71.5 37.2 53.9 21.6 15.8 151.5 24
Muj 69.3 63.2 86.3 39.7 56.1 22.9 16.5 157.1 28.1
Muj 55.5 54.5 67.2 34.3 55.4 24.2 17.2 162.1 21.1
Muj 67.7 59.7 82.5 39.2 56.8 25.4 18.3 162.7 25.6
Muj 61.1 55.8 77.2 33.8 53.5 22.2 16.3 155.6 25.2
Muj 60.5 57.1 79.5 34.2 54.3 23.7 17.7 156.9 24.6
Muj 62.2 58.7 72.7 37.4 53.3 23.9 17.2 156.2 25.5
Muj 61.2 57.2 73.5 35.5 56 24 16.6 164.3 22.7
Muj 51.5 53.5 64.4 35 54.2 22.6 17.4 157.6 20.7
Muj 58 54.9 74.6 39.1 56.1 23 16.6 162.1 22.1
Muj 57.3 56.9 82.6 34.7 54.7 22.6 16.6 157.5 23.1
Muj 52.3 53.1 79.7 34.2 49.7 21 16.1 144.7 25
Muj 56.9 55.5 72.1 37.3 55.7 23.3 17.6 162.9 21.4
Muj 71.7 59.8 95.6 35 54.6 23.4 17.8 155.2 29.8
Muj 49.6 51.4 63.9 38.3 53 22.7 17.4 158.7 19.7
Muj 66.2 54.9 89.6 35.9 54.3 23 16.5 155.1 27.5
Muj 44.5 49.7 74 29.5 52.1 20.6 15.5 147.6 20.4
Muj 71 60.9 95.8 35.2 54.6 23.5 16.6 150.1 31.5
Muj 56.7 53.5 74.3 33.5 56.4 23.1 17.5 159 22.4
Muj 53.8 52.7 72.6 31 55.7 23.9 16.1 161.2 20.7
Muj 62.3 57.5 73.6 38.4 58.7 23.9 17.1 163.4 23.3
Muj 59.1 59.3 82.5 37.6 52.7 21.2 15.8 145.3 28
Muj 45.9 45.3 65.4 30.7 52.5 21.5 16.5 154.5 19.2
Muj 65.8 60 78.4 36.8 56.4 22.8 17.4 156.8 26.8
Muj 62.1 59.4 82.3 38 55 21.6 17.4 151.7 27
Muj 53.2 52 70 35.5 55.1 24.6 17.5 157.6 21.4
Muj 77.1 65.5 87.5 41.2 57.1 21.5 17.4 158.1 30.9
Muj 63.4 57 78.2 37.4 54.5 22.7 16.6 160.2 24.7
Muj 64.3 62.4 87.6 36.3 52.6 22.3 15.7 148 29.4
Muj 60.4 50.6 83.5 33.5 54.5 22.9 16.3 153.4 25.7
Muj 70.2 58.1 83.6 35.5 55.6 23.5 17.2 157.1 28.4
Muj 58.3 56.9 77.8 35.7 57.7 24 17.9 158.5 23.2
Muj 54.1 56.3 74.3 34.3 53.5 21.5 16.3 150.8 23.8
Muj 54.5 51.8 70.5 32.8 52.6 22.1 16.6 152.4 23.5
Muj 66.8 59 85.2 37.7 53.4 21.8 15.5 150.4 29.5
Muj 61.2 51.6 80.8 34.7 53.2 24.3 17.6 155.3 25.4
Muj 62.1 53.4 84 35.5 53.5 22.9 16 154.7 26
Muj 60.7 53.2 73.6 36.9 53.7 23.5 16.5 157.9 24.4
Muj 65.3 57.1 82.4 37.3 54.8 23.7 18.1 154.6 27.3
Muj 51.5 50.7 74.2 32.8 51.8 22 15.6 149.3 23.1
Muj 66.4 53.3 83 35.6 55 24.1 17.4 157.5 26.8
Muj 68.3 66.5 77.4 39.9 55.1 21.9 15.7 147.6 31.4
Muj 47.8 53.4 66 36.7 51.1 21.2 14.6 149 21.5
Muj 66.4 58.3 81.8 38 55.5 22.2 16.1 148.9 30
Muj 49.4 50.2 63.4 34.6 52.2 22.2 16.3 150.3 21.9
Muj 74.6 66.1 82.7 39.4 58.2 23.6 17.2 158.4 29.7
Muj 64.7 64.9 83.2 39.6 54.4 21.5 15.3 146.7 30.1
Muj 59.7 51.6 93.3 32.4 50.2 21.4 15.5 143.4 29
Muj 59.2 54.5 73.1 35.4 57.6 24.3 17.5 167.4 21.1
Muj 50.5 47.9 67.1 34.4 56.4 23.4 16.7 165.4 18.5
Muj 66.9 57.8 90.6 38.2 53.1 20.8 15.3 141.8 33.3
Muj 69.4 60.5 83.1 40 58.8 23.5 17.3 159.6 27.3
Muj 62.2 61.2 76.2 41.1 55.1 22.5 16 153.5 26.4
Muj 56.3 53.6 71.1 35.9 52.8 23.5 17.5 154.3 23.7
Muj 68.3 56.4 76.6 39.4 59.6 23.6 16 162.7 25.8
Muj 52.9 51.4 72.1 35 55.7 23.4 16.5 159.1 20.9
Muj 49.2 53.1 66.2 34.1 51.8 21.5 15.8 148.6 22.3
Muj 66.3 54.8 82.8 37.5 57.8 22.8 16.7 160.4 25.8
Muj 73.5 60 82 39.5 59.3 25.2 18.3 163.8 27.4
Muj 50.4 51.3 67.4 35.8 55.2 24 17.4 161.4 19.4
Muj 66.4 59.7 70.1 38.3 58.8 24.2 17.1 168.8 23.3
Muj 66 60.1 87 39.6 53.3 22.4 16.3 150.1 29.3
Muj 65.2 51.6 90 34.2 52.4 22.4 16.2 153.2 27.8
Muj 53.9 53.2 67 36.6 53.5 24.2 17.4 159.7 21.1
Muj 59.1 54.5 80.3 36.3 53.8 23.3 17.3 151.2 25.9
Muj 66.3 59.6 83 38.7 52.6 22.6 15.7 152.4 28.6
Muj 67.2 61.6 85.3 37.6 53.4 21.9 16.8 154.7 28.1
Muj 53.6 54.4 68.2 35.2 51.6 21.3 14.6 149.8 23.9
Muj 54.3 52.5 75.5 34.6 50.7 21.5 15.8 147.3 25
Muj 64 58 87.2 34.7 55.7 22 17.1 152.3 27.6
Muj 52.5 52.6 71.2 33.5 54.7 21.7 15.9 151 23
Muj 64.5 58.7 85.4 35.8 54.7 23.5 17.3 157.7 25.9
Muj 54.4 53.3 71.1 35.6 52.9 22 15.8 156.2 22.3
Muj 72.1 65.3 86.2 41.8 56.3 24.3 16.8 156.3 29.5
Muj 54 51.1 67.4 34 55.1 24.6 17.7 165.2 19.8
Muj 65.3 60 77.3 36.2 56.4 24.1 17.5 161.3 25.1
Muj 63.8 57.4 81.5 42.8 56.6 23.9 16.9 161 24.6
Muj 58.9 57.6 77.9 38 55.9 23.5 16.5 159 23.3
Muj 49.9 49.4 68.8 33.5 53.4 22.8 16.1 149.4 22.4
Muj 66 57.4 79.7 38.5 56.3 23.6 16.2 156.1 27.1
Muj 45.4 46.9 63.2 33.4 51.3 22.2 15.9 149.7 20.3
Muj 61.6 53.3 81.6 38.1 55.1 22.2 16.2 153.2 26.3
Muj 58.7 55.2 77.9 37.8 54.3 21.7 16.1 156.6 23.9
Muj 73.2 61.8 89.6 39.1 55.1 23 16.3 151 32.1
Muj 63.4 58.4 82.6 39.9 55.1 22.3 16.8 148.3 28.8
Muj 55.5 58.9 73.6 42.2 54.4 21.8 16.5 156.4 22.7
Muj 70.6 62.1 78.1 44.2 57 22.7 16.8 154.3 29.7
Muj 60.1 59.1 79.8 41.4 55.2 21.7 15.3 151.4 26.2
Muj 59.9 57.8 80.8 42.3 55.8 23.4 16.8 146.5 27.9
Muj 63.2 60.7 82.8 39.8 55.4 23.4 17.1 154.2 26.6
Muj 56 56.1 74.4 39.4 55.7 23.3 16 155.7 23.1
Muj 62.2 58.1 77.2 38.7 55.4 24.2 18.1 159.9 24.3
Muj 48.5 51.8 61 36.8 52.6 22.4 16.2 156.7 19.8
Muj 53 53.4 67.1 38.1 53.1 22 15.3 153.6 22.5
Muj 62.3 54.1 83.6 36.5 53.3 22.2 16.2 152.5 26.8
Muj 60.4 56.5 79.3 41.3 54.1 22.7 15.9 152.4 26
Muj 64.9 58.8 80.6 39.4 54.3 22.8 16.5 156 26.7
Muj 71.6 59 96.5 41.7 56.6 22.8 16.5 150.3 31.7
Muj 72.7 60.6 87.8 41.4 57.4 23.3 16.3 156.5 29.7
Muj 57.8 54.4 72.7 38.9 54.1 23.4 16.9 157.5 23.3
Muj 53.6 54 73.3 39.1 55.7 22.9 16.3 155.3 22.2
Muj 46.2 49.3 62.9 34.2 53.4 22 16 154.2 19.4
Muj 62.8 54.3 80.4 37.5 57.2 23.5 16.5 156.6 25.6
Muj 74.4 63.2 91.3 41.4 60.4 24.7 18.1 160.5 28.9
Muj 55.5 53.3 79 36.4 52.6 22.1 15.8 150.2 24.6
Muj 56.9 54.2 74.9 40.7 54.7 21.4 14.9 152.1 24.6
Muj 57.2 55.4 71.3 35.7 55.4 24.2 17.2 156.3 23.4
Muj 53.1 55.1 69 37.7 53.4 22 16.1 151.7 23.1
Muj 69.1 61.4 77.3 42.5 57 24.1 16.9 159.8 27.1
Muj 50 54.1 63.6 36.2 53.4 22.4 16.1 154.7 20.9
Muj 69.4 58.3 80.8 38.9 58.6 25.2 17.9 167.2 24.8
Muj 60.9 57 66.7 38.3 57.3 23.9 18 166.6 21.9
Muj 80.3 63.3 96.1 42.5 55.1 24 17.8 153.8 34
Muj 53 51.2 68.7 36.9 53.5 21.6 16.1 157.3 21.4
Muj 60.7 58.6 77.9 40.8 57.3 22.7 16.5 160.1 23.7
Muj 50.4 52 69.5 36.1 52.8 22.1 15.5 152.6 21.6
Muj 47.5 52 65 36.4 52.5 21.5 16 151.2 20.8
Muj 50.9 53 71.6 38 53.2 22.4 17.4 151.5 22.2
Muj 45.9 50.3 64.2 36.3 54.6 22.1 15.7 154.3 19.3
Muj 77.4 67.3 94.6 45.6 60.4 23.4 17.3 156.4 31.6
Muj 64 61.2 83.6 42.1 57.7 22.5 16.3 154.7 26.7
Muj 60.7 59.3 81.2 42.6 52.8 22.2 16.2 150.5 26.8
Muj 60.9 57.7 75.6 36.2 53 22.3 16.2 152.2 26.3
Muj 55.8 58.3 67.3 38.9 57.7 24 16.8 161.2 21.5
Muj 56.2 57.8 67.6 39.3 56 23.4 17 155.3 23.3
Muj 61.7 60.3 79.3 40.9 55.2 23.4 16.5 153 26.4
Muj 52.9 57.4 68.8 39.4 52.5 22.1 16.3 148.6 24
Muj 62.4 55.1 70 41.4 61.1 25.7 18.4 175.3 20.3
Muj 55 56.6 66.6 42 57.2 24.5 17 154.7 23
Muj 65.6 63.2 74.4 41.5 57.4 24.4 17.8 164.3 24.3
Muj 58.1 55.6 78.7 36.5 55.2 23.2 16.4 154.7 24.3
Muj 53.7 53.5 69.2 38.2 55 22.5 17 153.4 22.8
Muj 43.1 47.8 64.2 33.1 51.2 22.2 16.7 150.8 19
Muj 47.1 50.5 58.3 34.8 53.3 23.6 16.8 157.6 19
Muj 53.6 59 64.5 40.7 58.6 22.2 15.9 155.5 22.2
Muj 57.6 57.8 69.4 40 57.8 24.4 17.6 163.3 21.6
Muj 61.6 58.6 80.2 39.6 54.2 22.5 15.8 152.5 26.5
Muj 59.1 57.3 79.4 37.8 52 22.1 15.9 151.6 25.7
Muj 50.8 53.4 67.2 37.2 51.6 22.8 16.7 157.6 20.5
Muj 64.8 61.4 71.1 39.3 58.1 25 17.2 161.9 24.7
Muj 53.7 54.5 71.7 39.3 52.6 22.8 15.6 153.8 22.7
Muj 51.9 54.6 65.2 37.1 54.1 24.2 18 155.1 21.6
Muj 47.2 50 63 35.5 54.7 22.7 16.7 158.4 18.8
Muj 81.5 60 104.1 38.8 54.7 23.5 17.4 156.5 33.3
Muj 51.1 57.2 73 37.4 50.9 21.4 15.2 140.6 25.9
Muj 59.7 57.3 70.5 40.3 57.4 24.6 17.1 162.8 22.5
Muj 71.5 62.6 87.7 43.4 55.7 23.2 16.3 146.5 33.3
Muj 50.1 49.7 75 35 52.6 23 16.4 150.6 22.1
Muj 65.1 57.7 89.8 40.8 50 22.3 16.1 144.4 31.2
Muj 62.6 55.4 91.8 36.8 50.5 22.2 15.6 146.4 29.2
Muj 73.7 62.4 89.5 40.3 55.6 24.3 17.1 154.5 30.9
Muj 60.1 62 78.4 38.8 52.1 21.8 15.2 143.6 29.2
Muj 73.4 59 83.5 41.7 59.7 24.9 18 170.5 25.3
Muj 51.8 52.3 73 36.2 52.3 21.1 15.7 146.5 24.1
Muj 59.3 55.7 73.8 42.2 55.6 23.6 17 155.6 24.5
Muj 42.8 44.5 62 31.8 48.4 21.9 15.9 147.7 19.6
Muj 54.9 52.1 66.9 37.4 53.6 22.6 16.7 157.3 22.2
Muj 69.5 56.7 73 39.7 59.5 23.5 17.2 162.3 26.4
Muj 53.2 54.4 70.7 38.8 54.5 22.3 16.5 154.4 22.3
Muj 50.9 47.7 66.7 35.4 53.3 22.3 15.9 157.8 20.4
Muj 56.8 52.7 73.3 36.5 51.8 22 15.6 153.3 24.2
Muj 49 50.6 65 35.4 53.1 21 15.9 155.8 20.2
Muj 56 54.5 69.7 38.3 52.4 23.3 16.6 153.2 23.9
Muj 52.2 52.6 66.2 36.1 54.3 22.5 15.6 156 21.5
Muj 53.2 53.8 72 38.4 52.3 22 16.2 152 23
Muj 56 59.1 68.1 37.5 56 22.3 16.6 157.6 22.6
Muj 51.5 49.5 70.9 35.8 53.1 22.4 16.1 152.6 22.1
Muj 61.3 58.2 73.9 38.8 56 22.1 15.6 153.2 26.1
Muj 56.8 51.4 65.3 37.7 56.5 24.4 17.2 170.7 19.5
Muj 74.1 59.3 85.2 38.6 58.1 23.5 17.4 161.2 28.5
Muj 63 53.1 88.3 36.5 51.9 23.2 16.5 149.8 28.1
Muj 60.6 52.4 76.4 35.8 57 22.9 17.1 163.6 22.6
Muj 68 62.4 75.2 40 56.6 24.1 17.1 162.4 25.8
Muj 85 60.8 105.5 40.9 56.9 23.5 16.7 150.5 37.5
Muj 64 52.2 81.6 35.2 53.3 22.7 16.2 149.6 28.6
Muj 61.5 57.8 73.3 36.5 57.3 23.4 17.3 160 24
Muj 59 55.6 74.9 38.2 53.4 22.3 16.1 150.2 26.2
Muj 64 59.9 84.1 43.5 56.2 23.5 17.3 161.2 24.6
Muj 68 57.9 87.5 38 55.8 22.4 16.5 155.7 28.1
Muj 53.5 50.3 71.9 34.6 51.4 22 17 152 23.2
Muj 56 56.6 70 36.2 51.3 22.8 16.3 148 25.6
Muj 54 49.3 73.9 34.1 54 22 16.3 152.4 23.3
Muj 50 51.5 69.6 35.2 53.6 22.8 16.2 154.1 21.1
Muj 65 60.2 74.5 39.8 58.6 23.2 17.6 162.1 24.7
Muj 62 54.1 77.6 43.1 56.1 23.1 17 154.7 25.9
Muj 55 55.1 75.4 37.7 54.4 22.6 16.7 151 24.1
Muj 60 56.1 78.9 38.5 51.5 21.8 16.3 152.1 25.9
Muj 57.2 51.9 74.9 35.8 52.5 21.8 15.8 153.3 24.3
Muj 57.4 51.9 74.4 36 55 22.9 17.4 164.3 21.3
Muj 52.9 51.5 68.8 34.8 54.1 22 16.7 153 22.6
Muj 68.9 63.4 79.5 38.7 58.6 22.9 16.7 157.6 27.7
Muj 61.5 53.3 79.6 33.7 52.5 22.6 16.3 153.5 26.1
Muj 67.6 58.9 79.6 39.5 56 23.7 16.8 156.6 27.6
Muj 56 51.1 73.7 36.6 52 22.4 16.2 153.4 23.8
Muj 60.2 56.3 76.6 35.2 53.5 22.1 16.1 152.5 25.9
Muj 57.3 52.9 73.9 35.1 53.6 22.9 16.1 158.7 22.8
Muj 46.9 47 72.6 33.2 53.3 22 16.2 156.4 19.2
Muj 60.3 54.5 74.3 38.1 55.4 23.6 17.1 157.8 24.2
Muj 48 48.4 70.1 32.6 51.6 22.1 15.9 149.3 21.5
Muj 55.1 52.3 74.1 36.5 54.2 23.1 17.1 155.6 22.8
Muj 53 51.4 72.7 34.5 54.8 22.4 17.3 153.5 22.5
Muj 47.1 46.4 66.1 32.4 55.8 22.9 16.6 156.9 19.1
Muj 56.7 53.1 84.6 34.6 54.8 21.8 15.6 147.8 26
Muj 53.9 47.6 79 34 52.6 22.8 16.4 153.7 22.8
Muj 58.7 57.4 68.8 38.2 55.3 24.5 17 156.2 24.1
Muj 54.5 49.4 76 33.3 53.6 24.4 17.4 155.2 22.6
Muj 54.8 51.8 71.5 36.1 52.8 21.9 16.1 151.1 24
Muj 58.6 56.7 75.4 36.9 51.7 21.4 16 145.7 27.6
Muj 49.1 49.3 68.4 34.1 52.6 21.9 16 153.4 20.9
Muj 48 50.1 69.6 33.5 50.7 21.5 16.2 147.5 22.1
Muj 58.9 56.1 70.9 39.3 57.4 24.5 17.4 166.3 21.3
Muj 44.9 52.6 62.5 38.5 52.4 22.3 16.6 147.3 20.7
Muj 55.7 55.8 73.1 39.2 53.4 22.7 16.6 149 25.1
Muj 58.5 57.4 77.6 42.3 56 22.5 16.4 152.4 25.2
Muj 69.9 60 88.4 39.6 60.2 25.2 18.5 164.9 25.7
Muj 57.3 55.4 73.4 38.7 54.5 22.4 16.6 151.3 25
Muj 52.7 55.6 67.2 38.2 55.7 23.4 16.6 154.2 22.2
Muj 46.9 50.5 60.3 36.9 53.8 22.7 17.2 156.2 19.2
Muj 65.3 61.8 72 42.9 58 24.5 17.5 162.1 24.9
Muj 46.9 52.1 71.2 35.2 52 21 15.3 145.7 22.1
Muj 67.8 63.6 77.4 42.5 56.6 21.7 16.7 149 30.5
Muj 61.9 57.7 81.2 39.4 55.9 23.1 16.6 157.2 25.1
Muj 60.5 57.6 72.2 38.7 57.9 23.7 17.2 160.6 23.5
Muj 53.2 51.3 68.5 37.8 54.6 22.6 17.1 157.5 21.5
Muj 54.8 56 68 36.9 56.2 22 15.7 158.6 21.8
Muj 57.5 56.4 70.6 38.7 54.5 23 17 160.4 22.4
Muj 47.9 52.1 61.4 35.5 51.2 21.6 16.5 154.3 20.1
Muj 89.6 63.2 105 39.6 61.5 24.4 18.4 163.4 33.6
Muj 75 63 83.6 42.5 57.8 24.4 17.6 158 30
Muj 76.2 65.1 85.2 42.3 57.9 23.1 16.5 158.3 30.4
Muj 59.9 58.9 73.9 40.6 55.5 23.1 16.4 156.3 24.5
Muj 48.4 48.2 67.7 35.1 52.9 21.2 16.7 155 20.2
Muj 59.4 57.5 73.9 37.5 53.3 21.4 16.7 147.8 27.2
Muj 67.7 56.7 82.9 39.7 55 22.4 16.5 156.6 27.6
Muj 64.5 58.5 80.7 40 56.8 23.5 16.8 156.6 26.3
Muj 60.3 57 74 36.6 57.5 22.8 17.3 164.4 22.3
Muj 50.2 53.5 66 39.3 55.1 22.2 16.1 156.9 20.4
Muj 77.3 60.5 96.4 39.9 59.4 24 17.6 156.7 31.5
Muj 63.1 59.5 76.5 39.9 56.9 22.4 16.6 159.8 24.7
Muj 56.5 55.3 67.7 37.7 55.8 24.6 17.4 161.1 21.8
Muj 48.6 48.5 62.7 33.8 53.4 22.6 16.5 159.6 19.1
Muj 60.3 56.4 73.4 40.4 55.8 23.8 17.5 159.2 23.8
Muj 52.2 55.3 75.1 38.7 53.6 22.3 16.3 151.3 22.8
Muj 61.6 56.7 75.4 39.4 56.5 23.7 16.7 162.4 23.4
Muj 55.1 55.3 70 36.8 54.9 24 16.6 161.2 21.2
Muj 47.4 49.9 63.1 36.2 59 24.5 18 165.3 17.4
Muj 77 67 89.1 43.5 57.6 22.8 16.8 150.6 34
Muj 45.2 48 69 31.7 52.6 21.7 16.5 154.2 19
Muj 61.1 58.5 75.3 38.9 58.7 22.5 16.8 162.1 23.3
Muj 57.6 55.5 79.8 34.8 53.2 21.8 16 148.9 26
Muj 63.6 59.6 77.3 41 53.7 22.5 17.4 152.7 27.3
Muj 51.4 53.3 72.8 35.4 51.9 21.7 16.4 147.3 23.7
Muj 53.9 53.8 61.6 34.7 53.9 23.1 17.7 160.9 20.8
Muj 48.2 51.4 73.1 34.2 50.8 22.1 15.6 146.4 22.5
Muj 51.5 51.1 63.1 37.4 57.1 24.9 17.4 169.2 18
Muj 51.1 53.8 67.3 35.1 53.9 22.5 17 155.1 21.2
Muj 71.2 63.4 74.2 38.3 60.8 24.6 17 164.3 26.4
Muj 60.4 59.3 75.8 40.8 58.5 23.9 17.2 158.4 24.1
Muj 61.6 60.5 78.6 41.1 55.5 22 15.7 150.4 27.2
Muj 75.8 66.7 88.1 44.3 55.2 23.2 17.5 157.4 30.6
Muj 42.6 47.3 64.2 33.7 50.2 22.9 16.1 150.3 18.9
Muj 55.8 50.1 76.9 39.5 53.1 24.7 17 154.5 23.4
Muj 62.3 58.1 76.3 37 52.6 23.6 16.4 154.2 26.2
Muj 59.8 55.2 70.1 35.7 55.4 24.3 17.5 160.5 23.2
Muj 80.3 63.8 95 42.4 59.1 23.6 16.4 153.2 34.2
Muj 54.3 51 71 37.7 52.3 21.5 16.3 149.5 24.3
Muj 52.9 49 74.5 34.6 52.2 21 15.8 145.6 25
Muj 74.8 61 87 39.1 55.3 22.6 16.1 150.6 33
Muj 63 51.1 80 36.2 58.5 25.4 17.5 166.7 22.7
Muj 63.9 59 75.4 39.6 57 23.1 16.4 157.4 25.8
Muj 59.1 53.1 73.3 36 56.1 22.6 16.9 161.7 22.6
Muj 54.4 55.2 76 35.2 54.4 21.1 15.6 151.6 23.7
Muj 54.5 52.2 80 34.6 55.7 22 16.3 148.6 24.7
Muj 65.1 53.4 82 34.8 56.5 23.2 16.9 155.9 26.8
Muj 57.4 53.9 71 37.1 51.8 22.3 16.1 152.4 24.7
Muj 50.9 55 71.4 35.9 50.4 21.6 15.8 143.6 24.7
Muj 62.4 56.7 84.9 36 55.6 23.4 16.5 150.4 27.6
Muj 50.1 46.9 73 31.7 51.2 23.1 16.2 152.3 21.6
