Sexo,P1,P7,P16,P22,P27,P29,P38,CAT_IMC
Muj,,57.2,71,36.1,24.6,17.7,156.5,NORMAL
Muj,57.6,56.5,72.3,37.1,22.3,15.9,157.7,NORMAL
Muj,59.9,54.3,69.5,34.6,24.5,17.4,168.5,NORMAL
Muj,65.8,58.7,82.4,35.1,23,17,157.6,NORMAL
Muj,77.7,62.5,91.7,38.5,23.2,16.5,154.7,OBESO
Muj,59.6,53.8,68.3,34.5,,18.1,161.8,NORMAL
Muj,50.8,55.8,60.4,33.1,21.6,15.4,148.2,NORMAL
Muj,56.4,55.3,74.5,34.5,21.9,16,155.3,NORMAL
Muj,57.1,53.1,74.8,35.4,24.6,17.5,167,NORMAL
Muj,51,53.3,,32.1,22.1,16.8,156.4,NORMAL
Muj,62.6,60,75.9,37,23.4,16.6,159,NORMAL
Muj,71.3,65.9,77.6,38.8,24,16.6,165.3,NORMAL
Muj,56.8,54.1,69.6,36,23.5,18.3,166.2,NORMAL
Muj,64.6,,77.5,38.4,23.5,17.2,158.6,NORMAL
Muj,69.1,65.3,86.5,40.5,22.5,16.5,150.5,OBESO
Muj,55.1,56.2,71.5,37.2,21.6,15.8,151.5,NORMAL
Muj,69.3,63.2,86.3,39.7,22.9,16.5,157.1,OBESO
Muj,55.5,54.5,67.2,34.3,24.2,17.2,162.1,NORMAL
Muj,67.7,59.7,82.5,39.2,25.4,,162.7,NORMAL
Muj,61.1,55.8,77.2,33.8,22.2,16.3,155.6,NORMAL
Muj,60.5,57.1,79.5,34.2,23.7,17.7,156.9,NORMAL
Muj,62.2,58.7,72.7,37.4,23.9,17.2,156.2,NORMAL
Muj,61.2,57.2,73.5,35.5,24,16.6,164.3,NORMAL
Muj,51.5,53.5,64.4,35,22.6,17.4,157.6,NORMAL
Muj,58,54.9,74.6,39.1,23,16.6,162.1,NORMAL
Muj,57.3,56.9,82.6,34.7,22.6,16.6,157.5,NORMAL
Muj,52.3,53.1,79.7,34.2,21,16.1,144.7,NORMAL
Muj,56.9,55.5,72.1,37.3,23.3,17.6,162.9,NORMAL
Muj,71.7,59.8,95.6,35,23.4,17.8,155.2,OBESO
Muj,49.6,51.4,63.9,38.3,22.7,17.4,158.7,DELGADO
Muj,66.2,54.9,89.6,35.9,23,16.5,,NORMAL
Muj,44.5,49.7,74,29.5,20.6,15.5,147.6,NORMAL
Muj,71,60.9,95.8,35.2,23.5,16.6,150.1,OBESO
Muj,56.7,53.5,74.3,33.5,23.1,17.5,159,NORMAL
Muj,53.8,52.7,72.6,31,23.9,16.1,161.2,NORMAL
Muj,62.3,57.5,73.6,38.4,23.9,17.1,163.4,NORMAL
Muj,59.1,59.3,82.5,37.6,21.2,15.8,145.3,OBESO
Muj,45.9,45.3,65.4,30.7,21.5,16.5,154.5,DELGADO
Muj,65.8,60,78.4,36.8,22.8,17.4,156.8,NORMAL
Muj,62.1,59.4,82.3,38,21.6,17.4,151.7,NORMAL
Muj,53.2,52,70,35.5,24.6,17.5,157.6,NORMAL
Muj,77.1,65.5,87.5,41.2,21.5,17.4,158.1,OBESO
Muj,63.4,57,78.2,37.4,22.7,16.6,160.2,NORMAL
Muj,64.3,62.4,87.6,36.3,22.3,15.7,148,OBESO
Muj,60.4,50.6,83.5,33.5,22.9,16.3,153.4,NORMAL
Muj,70.2,58.1,83.6,35.5,23.5,17.2,157.1,OBESO
Muj,58.3,56.9,77.8,35.7,24,17.9,158.5,NORMAL
Muj,54.1,56.3,74.3,34.3,21.5,16.3,150.8,NORMAL
Muj,54.5,51.8,70.5,32.8,22.1,16.6,152.4,NORMAL
Muj,66.8,59,85.2,37.7,21.8,15.5,150.4,OBESO
Muj,61.2,51.6,80.8,34.7,24.3,17.6,155.3,NORMAL
Muj,62.1,53.4,84,35.5,22.9,16,154.7,NORMAL
Muj,60.7,53.2,73.6,36.9,23.5,16.5,157.9,NORMAL
Muj,65.3,57.1,82.4,37.3,23.7,18.1,154.6,NORMAL
Muj,51.5,50.7,74.2,32.8,22,15.6,149.3,NORMAL
Muj,66.4,53.3,83,35.6,24.1,17.4,157.5,NORMAL
Muj,68.3,66.5,77.4,39.9,21.9,15.7,147.6,OBESO
Muj,47.8,53.4,66,36.7,21.2,14.6,149,NORMAL
Muj,66.4,58.3,81.8,38,22.2,16.1,148.9,OBESO
Muj,49.4,50.2,63.4,34.6,22.2,16.3,150.3,NORMAL
Muj,74.6,66.1,82.7,39.4,23.6,17.2,158.4,OBESO
Muj,64.7,64.9,83.2,39.6,21.5,15.3,146.7,OBESO
Muj,59.7,51.6,93.3,32.4,21.4,15.5,143.4,OBESO
Muj,59.2,54.5,73.1,35.4,24.3,17.5,167.4,NORMAL
Muj,50.5,,67.1,34.4,23.4,16.7,165.4,DELGADO
Muj,66.9,57.8,90.6,38.2,20.8,15.3,141.8,OBESO
Muj,69.4,60.5,83.1,40,23.5,17.3,159.6,NORMAL
Muj,62.2,61.2,76.2,41.1,22.5,16,153.5,NORMAL
Muj,56.3,53.6,71.1,35.9,23.5,17.5,154.3,NORMAL
Muj,68.3,56.4,76.6,39.4,23.6,16,162.7,NORMAL
Muj,52.9,51.4,72.1,35,23.4,16.5,159.1,NORMAL
Muj,49.2,53.1,66.2,34.1,21.5,15.8,148.6,NORMAL
Muj,66.3,54.8,82.8,37.5,22.8,16.7,160.4,NORMAL
Muj,73.5,60,82,39.5,25.2,18.3,163.8,NORMAL
Muj,50.4,51.3,67.4,35.8,24,17.4,161.4,DELGADO
Muj,,59.7,70.1,38.3,24.2,17.1,168.8,NORMAL
Muj,66,60.1,87,39.6,22.4,16.3,150.1,OBESO
Muj,65.2,51.6,90,34.2,22.4,16.2,153.2,NORMAL
Muj,53.9,53.2,67,36.6,24.2,17.4,159.7,NORMAL
Muj,59.1,54.5,80.3,36.3,23.3,17.3,151.2,NORMAL
Muj,,59.6,83,38.7,22.6,15.7,152.4,OBESO
Muj,67.2,61.6,85.3,37.6,21.9,16.8,154.7,OBESO
Muj,53.6,54.4,68.2,35.2,21.3,14.6,149.8,NORMAL
Muj,54.3,52.5,75.5,34.6,21.5,15.8,147.3,NORMAL
Muj,64,58,87.2,34.7,22,17.1,152.3,NORMAL
Muj,52.5,52.6,71.2,33.5,21.7,15.9,151,NORMAL
Muj,64.5,58.7,85.4,35.8,23.5,17.3,157.7,NORMAL
Muj,54.4,53.3,71.1,35.6,22,15.8,156.2,NORMAL
Muj,72.1,65.3,86.2,41.8,24.3,16.8,156.3,OBESO
Muj,54,51.1,67.4,34,24.6,17.7,165.2,DELGADO
Muj,65.3,60,77.3,36.2,24.1,17.5,161.3,NORMAL
Muj,63.8,57.4,81.5,42.8,23.9,16.9,161,NORMAL
Muj,58.9,57.6,77.9,38,23.5,16.5,159,NORMAL
Muj,49.9,49.4,68.8,33.5,22.8,16.1,149.4,NORMAL
Muj,66,57.4,79.7,38.5,23.6,16.2,156.1,NORMAL
Muj,45.4,46.9,63.2,33.4,22.2,15.9,149.7,NORMAL
Muj,61.6,53.3,81.6,38.1,22.2,16.2,153.2,NORMAL
Muj,58.7,55.2,77.9,37.8,21.7,16.1,156.6,NORMAL
Muj,73.2,61.8,89.6,39.1,23,16.3,151,OBESO
Muj,63.4,58.4,82.6,39.9,22.3,16.8,148.3,OBESO
Muj,55.5,58.9,73.6,42.2,21.8,16.5,156.4,NORMAL
Muj,70.6,62.1,78.1,44.2,22.7,16.8,154.3,OBESO
Muj,60.1,59.1,79.8,41.4,21.7,15.3,151.4,NORMAL
Muj,59.9,57.8,80.8,42.3,23.4,16.8,146.5,NORMAL
Muj,63.2,60.7,82.8,39.8,23.4,17.1,154.2,NORMAL
Muj,56,,74.4,39.4,23.3,16,155.7,NORMAL
Muj,62.2,58.1,77.2,38.7,24.2,18.1,159.9,NORMAL
Muj,48.5,51.8,61,36.8,22.4,16.2,156.7,DELGADO
Muj,53,53.4,67.1,38.1,22,15.3,153.6,NORMAL
Muj,62.3,54.1,83.6,36.5,22.2,16.2,152.5,NORMAL
Muj,60.4,56.5,79.3,41.3,22.7,15.9,152.4,NORMAL
Muj,64.9,58.8,80.6,39.4,22.8,16.5,156,NORMAL
Muj,71.6,59,96.5,41.7,22.8,16.5,150.3,OBESO
Muj,72.7,60.6,87.8,41.4,23.3,16.3,156.5,OBESO
Muj,57.8,54.4,72.7,38.9,23.4,16.9,157.5,NORMAL
Muj,53.6,54,,39.1,22.9,16.3,155.3,NORMAL
Muj,46.2,49.3,62.9,34.2,22,16,154.2,DELGADO
Muj,62.8,54.3,80.4,37.5,23.5,16.5,156.6,NORMAL
Muj,74.4,63.2,91.3,41.4,24.7,18.1,160.5,OBESO
Muj,55.5,53.3,79,36.4,22.1,15.8,150.2,NORMAL
Muj,56.9,54.2,74.9,40.7,21.4,14.9,152.1,NORMAL
Muj,57.2,55.4,71.3,35.7,24.2,17.2,156.3,NORMAL
Muj,53.1,55.1,69,37.7,22,16.1,151.7,NORMAL
Muj,69.1,61.4,77.3,42.5,24.1,16.9,159.8,NORMAL
Muj,50,54.1,63.6,36.2,22.4,16.1,154.7,NORMAL
Muj,69.4,58.3,80.8,38.9,25.2,17.9,167.2,NORMAL
Muj,60.9,57,66.7,38.3,23.9,18,166.6,NORMAL
Muj,80.3,63.3,96.1,42.5,24,17.8,153.8,OBESO
Muj,53,51.2,68.7,,21.6,16.1,157.3,NORMAL
Muj,60.7,58.6,77.9,40.8,22.7,16.5,160.1,NORMAL
Muj,50.4,52,69.5,36.1,22.1,15.5,152.6,NORMAL
Muj,47.5,52,65,36.4,21.5,16,151.2,NORMAL
Muj,50.9,53,71.6,38,22.4,17.4,151.5,NORMAL
Muj,45.9,50.3,64.2,36.3,22.1,15.7,154.3,DELGADO
Muj,77.4,67.3,94.6,45.6,23.4,17.3,156.4,OBESO
Muj,64,61.2,83.6,42.1,22.5,16.3,154.7,NORMAL
Muj,60.7,59.3,81.2,42.6,22.2,16.2,150.5,NORMAL
Muj,60.9,57.7,75.6,36.2,22.3,16.2,152.2,NORMAL
Muj,55.8,58.3,67.3,38.9,24,16.8,161.2,NORMAL
Muj,56.2,57.8,67.6,39.3,23.4,17,155.3,NORMAL
Muj,61.7,60.3,79.3,40.9,23.4,16.5,153,NORMAL
Muj,52.9,57.4,68.8,39.4,22.1,16.3,148.6,NORMAL
Muj,62.4,55.1,70,41.4,25.7,18.4,175.3,NORMAL
Muj,55,56.6,66.6,42,24.5,17,154.7,NORMAL
Muj,65.6,63.2,74.4,41.5,24.4,17.8,164.3,NORMAL
Muj,58.1,55.6,78.7,36.5,23.2,16.4,154.7,NORMAL
Muj,53.7,53.5,69.2,38.2,,17,153.4,NORMAL
Muj,43.1,47.8,64.2,33.1,22.2,16.7,150.8,DELGADO
Muj,47.1,50.5,58.3,34.8,23.6,,157.6,DELGADO
Muj,53.6,59,64.5,40.7,22.2,15.9,155.5,NORMAL
Muj,57.6,57.8,69.4,40,24.4,17.6,163.3,NORMAL
Muj,61.6,58.6,80.2,39.6,22.5,15.8,152.5,NORMAL
Muj,59.1,57.3,79.4,37.8,22.1,15.9,151.6,NORMAL
Muj,50.8,53.4,67.2,37.2,22.8,16.7,157.6,NORMAL
Muj,64.8,61.4,71.1,39.3,25,17.2,161.9,NORMAL
Muj,53.7,54.5,71.7,39.3,22.8,15.6,153.8,NORMAL
Muj,51.9,54.6,65.2,37.1,24.2,18,155.1,NORMAL
Muj,47.2,50,63,35.5,22.7,16.7,158.4,DELGADO
Muj,81.5,60,104.1,38.8,23.5,17.4,156.5,OBESO
Muj,51.1,57.2,73,37.4,21.4,15.2,140.6,NORMAL
Muj,59.7,57.3,70.5,40.3,24.6,17.1,162.8,NORMAL
Muj,71.5,62.6,87.7,43.4,23.2,16.3,146.5,OBESO
Muj,50.1,49.7,75,35,23,16.4,150.6,NORMAL
Muj,65.1,57.7,89.8,40.8,22.3,16.1,144.4,OBESO
Muj,62.6,55.4,91.8,36.8,22.2,15.6,146.4,OBESO
Muj,73.7,62.4,89.5,40.3,24.3,17.1,154.5,OBESO
Muj,60.1,62,78.4,38.8,21.8,15.2,143.6,OBESO
Muj,73.4,59,83.5,41.7,24.9,18,170.5,NORMAL
Muj,51.8,52.3,73,36.2,21.1,15.7,146.5,NORMAL
Muj,59.3,55.7,73.8,42.2,23.6,,155.6,NORMAL
Muj,42.8,44.5,62,31.8,21.9,15.9,147.7,DELGADO
Muj,54.9,52.1,66.9,37.4,22.6,16.7,157.3,NORMAL
Muj,69.5,56.7,73,39.7,23.5,17.2,162.3,NORMAL
Muj,53.2,54.4,70.7,38.8,22.3,16.5,154.4,NORMAL
Muj,50.9,47.7,66.7,35.4,22.3,15.9,157.8,NORMAL
Muj,56.8,52.7,73.3,36.5,22,15.6,153.3,NORMAL
Muj,49,50.6,65,35.4,21,15.9,155.8,NORMAL
Muj,56,54.5,69.7,38.3,23.3,16.6,153.2,NORMAL
Muj,52.2,52.6,66.2,36.1,22.5,15.6,156,NORMAL
Muj,53.2,53.8,72,38.4,22,16.2,152,NORMAL
Muj,56,59.1,68.1,37.5,22.3,16.6,157.6,NORMAL
Muj,51.5,49.5,70.9,35.8,22.4,16.1,152.6,NORMAL
Muj,61.3,58.2,73.9,38.8,22.1,15.6,153.2,NORMAL
Muj,56.8,51.4,65.3,37.7,24.4,17.2,170.7,DELGADO
Muj,74.1,59.3,85.2,38.6,23.5,17.4,161.2,OBESO
Muj,63,53.1,88.3,36.5,23.2,16.5,149.8,OBESO
Muj,60.6,52.4,76.4,35.8,22.9,17.1,163.6,NORMAL
Muj,68,62.4,75.2,40,24.1,17.1,162.4,NORMAL
Muj,85,60.8,105.5,40.9,23.5,16.7,150.5,OBESO
Muj,64,52.2,81.6,35.2,22.7,16.2,149.6,OBESO
Muj,61.5,57.8,73.3,36.5,23.4,17.3,,NORMAL
Muj,59,55.6,74.9,38.2,22.3,16.1,150.2,NORMAL
Muj,64,59.9,84.1,43.5,23.5,17.3,161.2,NORMAL
Muj,68,57.9,87.5,38,22.4,16.5,155.7,OBESO
Muj,53.5,50.3,71.9,34.6,22,17,152,NORMAL
Muj,56,56.6,70,36.2,22.8,16.3,148,NORMAL
Muj,54,49.3,73.9,34.1,22,16.3,152.4,NORMAL
Muj,50,51.5,69.6,35.2,22.8,16.2,154.1,NORMAL
Muj,65,60.2,74.5,39.8,23.2,17.6,162.1,NORMAL
Muj,62,54.1,77.6,43.1,23.1,17,154.7,NORMAL
Muj,55,55.1,75.4,37.7,22.6,16.7,151,NORMAL
Muj,60,56.1,78.9,38.5,21.8,16.3,152.1,NORMAL
Muj,57.2,51.9,74.9,35.8,21.8,15.8,153.3,NORMAL
Muj,57.4,51.9,74.4,36,22.9,17.4,164.3,NORMAL
Muj,52.9,51.5,68.8,34.8,22,16.7,153,NORMAL
Muj,68.9,63.4,79.5,38.7,22.9,16.7,157.6,NORMAL
Muj,61.5,53.3,79.6,33.7,22.6,16.3,153.5,NORMAL
Muj,67.6,58.9,79.6,39.5,23.7,16.8,156.6,NORMAL
Muj,56,51.1,73.7,36.6,22.4,16.2,153.4,NORMAL
Muj,60.2,56.3,76.6,35.2,22.1,16.1,152.5,NORMAL
Muj,57.3,52.9,73.9,35.1,22.9,16.1,158.7,NORMAL
Muj,46.9,47,72.6,33.2,22,16.2,156.4,DELGADO
Muj,60.3,54.5,74.3,38.1,23.6,17.1,157.8,NORMAL
Muj,48,48.4,70.1,32.6,22.1,15.9,149.3,NORMAL
Muj,55.1,52.3,74.1,36.5,23.1,17.1,155.6,NORMAL
Muj,53,51.4,72.7,34.5,22.4,17.3,153.5,NORMAL
Muj,47.1,46.4,66.1,32.4,22.9,16.6,156.9,DELGADO
Muj,56.7,53.1,84.6,34.6,21.8,15.6,147.8,NORMAL
Muj,53.9,47.6,79,34,22.8,16.4,153.7,NORMAL
Muj,58.7,57.4,68.8,38.2,24.5,17,156.2,NORMAL
Muj,54.5,49.4,76,33.3,24.4,17.4,155.2,NORMAL
Muj,54.8,51.8,71.5,36.1,21.9,16.1,151.1,NORMAL
Muj,58.6,56.7,75.4,36.9,21.4,16,145.7,NORMAL
Muj,49.1,49.3,68.4,34.1,21.9,16,153.4,NORMAL
Muj,48,50.1,69.6,33.5,21.5,16.2,147.5,NORMAL
Muj,58.9,56.1,70.9,39.3,24.5,17.4,166.3,NORMAL
Muj,44.9,52.6,62.5,38.5,22.3,16.6,147.3,NORMAL
Muj,55.7,55.8,73.1,39.2,22.7,16.6,149,NORMAL
Muj,58.5,57.4,77.6,42.3,22.5,16.4,152.4,NORMAL
Muj,69.9,60,88.4,39.6,25.2,18.5,164.9,NORMAL
Muj,57.3,55.4,73.4,38.7,22.4,16.6,151.3,NORMAL
Muj,52.7,55.6,67.2,38.2,23.4,16.6,154.2,NORMAL
Muj,46.9,50.5,60.3,36.9,22.7,17.2,156.2,DELGADO
Muj,65.3,61.8,72,42.9,24.5,17.5,162.1,NORMAL
Muj,46.9,52.1,71.2,35.2,21,15.3,145.7,NORMAL
Muj,67.8,63.6,77.4,42.5,21.7,16.7,149,OBESO
Muj,61.9,57.7,81.2,39.4,23.1,16.6,157.2,NORMAL
Muj,60.5,57.6,72.2,38.7,23.7,17.2,160.6,NORMAL
Muj,53.2,51.3,68.5,37.8,22.6,17.1,157.5,NORMAL
Muj,54.8,56,68,36.9,22,15.7,158.6,NORMAL
Muj,57.5,56.4,70.6,38.7,23,17,160.4,NORMAL
Muj,47.9,52.1,61.4,35.5,21.6,16.5,154.3,NORMAL
Muj,89.6,63.2,105,39.6,24.4,18.4,163.4,OBESO
Muj,75,63,83.6,42.5,24.4,17.6,158,OBESO
Muj,76.2,65.1,85.2,42.3,23.1,16.5,158.3,OBESO
Muj,59.9,58.9,73.9,40.6,23.1,16.4,156.3,NORMAL
Muj,48.4,48.2,67.7,35.1,21.2,16.7,155,NORMAL
Muj,59.4,57.5,73.9,37.5,21.4,16.7,147.8,NORMAL
Muj,67.7,56.7,82.9,39.7,22.4,16.5,156.6,NORMAL
Muj,64.5,58.5,80.7,40,23.5,16.8,156.6,NORMAL
Muj,60.3,57,74,36.6,22.8,17.3,164.4,NORMAL
Muj,50.2,53.5,66,39.3,22.2,16.1,156.9,NORMAL
Muj,77.3,60.5,96.4,39.9,24,17.6,156.7,OBESO
Muj,63.1,59.5,76.5,39.9,22.4,16.6,159.8,NORMAL
Muj,56.5,55.3,67.7,37.7,24.6,17.4,161.1,NORMAL
Muj,48.6,48.5,62.7,33.8,22.6,16.5,159.6,DELGADO
Muj,60.3,56.4,73.4,40.4,23.8,17.5,159.2,NORMAL
Muj,52.2,55.3,75.1,38.7,22.3,16.3,151.3,NORMAL
Muj,61.6,56.7,75.4,39.4,23.7,16.7,162.4,NORMAL
Muj,55.1,55.3,70,36.8,24,16.6,161.2,NORMAL
Muj,47.4,49.9,63.1,36.2,24.5,18,165.3,DELGADO
Muj,77,67,89.1,43.5,22.8,16.8,150.6,OBESO
Muj,45.2,48,69,31.7,21.7,16.5,154.2,DELGADO
Muj,61.1,58.5,75.3,38.9,22.5,16.8,162.1,NORMAL
Muj,57.6,55.5,79.8,34.8,21.8,16,148.9,NORMAL
Muj,63.6,59.6,77.3,41,22.5,17.4,152.7,NORMAL
Muj,51.4,53.3,72.8,35.4,21.7,16.4,147.3,NORMAL
Muj,53.9,53.8,61.6,34.7,23.1,17.7,160.9,NORMAL
Muj,48.2,51.4,73.1,34.2,22.1,15.6,146.4,NORMAL
Muj,51.5,51.1,63.1,37.4,24.9,17.4,169.2,DELGADO
Muj,51.1,53.8,67.3,35.1,22.5,17,155.1,NORMAL
Muj,71.2,63.4,74.2,38.3,24.6,17,164.3,NORMAL
Muj,60.4,59.3,75.8,40.8,23.9,17.2,158.4,NORMAL
Muj,61.6,60.5,78.6,41.1,22,15.7,150.4,NORMAL
Muj,75.8,66.7,88.1,44.3,23.2,17.5,157.4,OBESO
Muj,42.6,47.3,64.2,33.7,22.9,16.1,150.3,DELGADO
Muj,55.8,50.1,76.9,39.5,24.7,17,154.5,NORMAL
Muj,62.3,58.1,76.3,37,23.6,16.4,154.2,NORMAL
Muj,59.8,55.2,70.1,35.7,24.3,17.5,160.5,NORMAL
Muj,80.3,63.8,,42.4,23.6,16.4,153.2,OBESO
Muj,54.3,51,71,37.7,21.5,16.3,149.5,NORMAL
Muj,52.9,49,74.5,34.6,21,15.8,145.6,NORMAL
Muj,74.8,61,87,39.1,22.6,16.1,150.6,OBESO
Muj,63,51.1,80,36.2,25.4,17.5,166.7,NORMAL
Muj,63.9,59,75.4,39.6,23.1,16.4,157.4,NORMAL
Muj,59.1,,73.3,36,22.6,16.9,161.7,NORMAL
Muj,54.4,55.2,76,35.2,21.1,15.6,151.6,NORMAL
Muj,54.5,52.2,80,34.6,22,16.3,148.6,NORMAL
Muj,65.1,53.4,82,34.8,23.2,16.9,155.9,NORMAL
Muj,57.4,53.9,71,37.1,22.3,16.1,152.4,NORMAL
Muj,50.9,55,71.4,35.9,21.6,15.8,143.6,NORMAL
Muj,62.4,56.7,84.9,36,23.4,16.5,150.4,NORMAL
Muj,50.1,46.9,73,31.7,23.1,16.2,152.3,NORMAL
Muj,56.5,53.3,79.8,36.3,21.5,15.5,143.6,NORMAL
Muj,54.9,51.3,77.2,36.8,22.9,16.9,147.9,NORMAL
Muj,74.9,66.1,87.7,42.3,23.4,17.1,152.5,OBESO
Muj,54.7,53.3,76.3,33.3,21.8,16.1,152.8,NORMAL
Muj,64.2,58.4,79.9,36.7,22.8,16.6,157.1,NORMAL
Muj,68.9,55.6,95.5,38,23.8,17,153.9,OBESO
Muj,54.9,54.2,76.8,34.7,22.3,16.9,151.6,NORMAL
Muj,51.8,53.2,69.9,35.5,22.7,16.7,154.8,NORMAL
Muj,55.6,57.3,74.1,35.9,21.6,15.5,150,NORMAL
Muj,54.4,49.1,72.6,33.6,23,17.1,158.6,NORMAL
Muj,46.8,50.4,70.2,33.9,21.3,16,147.2,NORMAL
Muj,,57,74.8,35.5,22,15.8,150.6,NORMAL
Muj,63.1,58.2,72.7,35.6,23.7,17.8,168.9,NORMAL
Muj,67.8,65.7,80.2,39.2,22.6,17.3,160.7,NORMAL
Muj,48.2,48.1,66.8,32,21.8,16.6,152.5,NORMAL
Muj,53.8,52.9,77.8,33.9,22.1,15.8,153.5,NORMAL
Muj,48.8,50.9,63.6,33.5,23.2,17.4,160.9,DELGADO
Muj,68.1,59.2,96.8,38.6,21.9,16.4,148,OBESO
Muj,62.2,53,81,35.2,23,15.9,155.7,NORMAL
Muj,61.8,62,,38.5,22.7,17.2,155.9,NORMAL
Muj,70.3,61.4,82.9,39.9,24.5,17.2,159.7,NORMAL
Muj,84.2,67.3,103.6,40.2,22.7,17.1,153.5,OBESO
Muj,46.6,54.3,68.2,35.4,21.4,15,146.6,NORMAL
Muj,73.5,60.3,94.3,38.5,22.1,16.5,145.7,OBESO
Muj,65,62,79.8,38.7,23.5,16.9,157.9,NORMAL
Muj,60,55.5,75.6,34.6,23.7,16.7,154.9,NORMAL
Muj,52.3,55.7,70.1,35.5,22.4,16.3,157.5,NORMAL
Muj,53.4,53.8,81.7,33.2,21.7,15.8,147.5,NORMAL
Muj,63.7,59.8,78.6,36.8,23.3,16.5,158.3,NORMAL
Muj,39.6,44.1,62.4,29,22.8,16.4,142.1,DELGADO
Muj,63.8,62.1,86.3,36.9,22,15.8,144.7,OBESO
Muj,64,59,84.2,37.5,22,16.3,148.3,OBESO
Muj,72,57.7,97.6,37.2,22.8,16.7,152,OBESO
Muj,60.9,56.1,77,38.6,22.2,16.1,154.4,NORMAL
Muj,54.5,55.3,72.8,34.3,23.1,17,150.4,NORMAL
Muj,52.6,53.7,73.8,32.7,22.5,15.5,148.8,NORMAL
Muj,52.6,52.2,67.4,33.1,22.5,16.5,159.4,NORMAL
Muj,55.6,53.4,73.6,33.9,,16.7,153.8,NORMAL
Muj,62.1,58.5,77,36.1,23,16.9,153.2,NORMAL
Muj,48.7,50.4,69,31,22.4,15.6,152.4,NORMAL
Muj,67.9,64,87.1,40,22.9,16.8,149.9,OBESO
Muj,62.4,59.3,76.7,36.9,23.4,17.2,155.7,NORMAL
Muj,56.2,54.4,76.5,34.6,23.3,16.7,150.6,NORMAL
Muj,65.3,62.8,82.6,37.2,22.5,16.3,152.8,OBESO
Muj,63.2,57.5,86.1,36.5,21,15.4,149.2,OBESO
Muj,49.2,52.6,64.4,34.9,22.3,15.2,155.4,NORMAL
Muj,51.7,58.2,71.3,36.6,20.7,15.9,147.8,NORMAL
Muj,53.7,53.1,74.7,32.7,22.5,16.6,155.1,NORMAL
Muj,67.1,60.9,78.4,38.7,23.8,17.3,160.2,NORMAL
Muj,48.4,48.2,74.4,31.5,21,15.5,147.4,NORMAL
Muj,56.2,54.3,72.7,34.6,22.9,15.9,154.7,NORMAL
Muj,51.6,56.2,75,33.7,21.8,15.8,144.1,NORMAL
Muj,58.2,54,77.4,32.6,23.2,17.2,161.7,NORMAL
Muj,59.2,54.1,78.1,34.6,23.7,17.5,161.7,NORMAL
Muj,53.4,50.9,83.2,32.6,23.1,16.1,152.5,NORMAL
Muj,53.4,49.3,69.2,31.7,24.3,16.5,157.6,NORMAL
Muj,47.6,49.4,61.5,33.5,24,16.8,164.3,DELGADO
Muj,61.5,58.1,74.7,,22.5,16.6,152.7,NORMAL
Muj,61.3,56.4,79.1,36.9,21.2,15.8,148.7,NORMAL
Muj,50.8,,67.9,33.7,23.4,17,159.7,DELGADO
Muj,47.5,50.2,64,34.6,22.2,15.7,149.1,NORMAL
Muj,61.3,56.3,77.8,37.4,22.4,16.2,150.1,NORMAL
Muj,52.7,46.9,77.4,31.5,23.5,17.5,152.7,NORMAL
Muj,42.3,47,70.1,30.7,22,15.7,143.6,NORMAL
Muj,77.6,63.2,89,38.2,24.9,17.7,161.4,OBESO
Muj,69.3,59.4,81.8,37.8,24.4,17.6,164.9,NORMAL
Muj,60.4,51.2,77.8,33.3,24.9,18.3,168.2,NORMAL
Muj,50.8,53.6,67.1,34.1,22.7,15.5,157.6,NORMAL
Muj,57.5,54.3,81.9,33.9,22.3,15.1,155.8,NORMAL
Muj,53.6,56.6,84.5,35.7,23,16,148.7,NORMAL
Muj,59.9,56.6,75,36.8,21.9,15.6,150.5,NORMAL
Muj,53.9,51.3,74.4,34.7,21.3,15.1,148.7,NORMAL
Muj,59.4,54.2,72.3,34.8,24.5,17.1,158.7,NORMAL
Muj,50.3,54,75,33.2,22.6,15.6,148.9,NORMAL
Muj,62.9,58.7,78.3,38.9,21.4,16.3,150.2,NORMAL
Muj,66.3,57.1,75.9,35.5,25.2,18.1,170.4,NORMAL
Muj,59.2,59.6,75.7,42.2,22.5,15.8,153.7,NORMAL
Muj,69.6,60.4,84.3,37.3,22.5,16.5,158.9,NORMAL
Muj,56,52,73.2,34.8,22.9,16.1,163.1,NORMAL
Muj,59.2,57.2,78.9,34.7,22.7,15.9,153.7,NORMAL
Muj,58.4,55.4,78.7,35,22,15.7,152.6,NORMAL
Muj,60.3,55.8,78,35.5,22.3,15.7,,NORMAL
Muj,46.4,53.2,62.9,34.3,23.6,17.3,157.6,DELGADO
Muj,50.7,49.4,70.2,33.7,23.8,17.1,166.1,DELGADO
Muj,47.3,49.9,63.2,32.6,22.4,16.6,153.9,NORMAL
Muj,61,55.5,78.9,36.4,23.3,16.4,162.2,NORMAL
Muj,62.1,59.5,72.4,37.9,23.7,16.5,165,NORMAL
Muj,53,55.7,78.7,35.2,22,16.1,151.8,NORMAL
Muj,50.3,48.2,66.3,33.6,23.4,16.4,163.3,DELGADO
Muj,62.6,58.4,83.9,35.9,22.2,15.9,155.1,NORMAL
Muj,57.5,55.3,74.6,35.6,23.1,16.3,154.8,NORMAL
Muj,52.8,53.8,66.8,36.2,22.8,16.6,159.5,NORMAL
